,Presidents,Sentences,Preprocessed_Sentences,Sentiment_Score,Predicted_Label
2508,Mbeki,"In that year, we finalised the interim constitution that set the stage for the first democratic elections and our transition to democratic majority rule.","In that year, we finalised the interim constitution that set the stage for the first democratic elections and our transition to democratic majority rule.",0.32086659222841263,Neutral
2509,Mbeki,"It is also the year in which we lost that indomitable giant of our struggle, Oliver Tambo, and the people's hero, Chris Hani.","It is also the year in which we lost that indomitable giant of our struggle, Oliver Tambo, and the people's hero, Chris Hani.",0.6997248753905296,Positive
2510,Mbeki,"To Sis' Limpho Hani and Mme Adelaide Tambo - who need no introduction in this House - and members of their families with us today, we wish to say that the memory of these heroes will continue to inspire all of us as we enter the Second Decade of Freedom.","To Sis' Limpho Hani and Mme Adelaide Tambo - who need no introduction in this House - and members of their families with us today, we wish to say that the memory of these heroes will continue to inspire all of us as we enter the Second Decade of Freedom.",0.9139537122100592,Positive
2511,Mbeki,"I am also privileged to recognise eight veterans who are with us here today, the first time in their lives that they have visited this seat of democracy, for which they struggled throughout their lives.","I am also privileged to recognise eight veterans who are with us here today, the first time in their lives that they have visited this seat of democracy, for which they struggled throughout their lives.",0.935099883005023,Positive
2512,Mbeki,"These are Mr Marcus Mbetha from the Northern Cape, Mr Johannes Maseko from Mpumalanga, Mr Lesley Monnanyane from the Free State, Mrs Nontsomi Qwati from the Eastern Cape, Mr Marcus Makinta from the North West, Reverend Hamilton Mbatha from KwaZulu-Natal, Mrs Martha Motswenyane from Limpopo and Mrs Magrita Benjamin from the Western Cape.","These are Mr Marcus Mbetha from the Northern Cape, Mr Johannes Maseko from Mpumalanga, Mr Lesley Monnanyane from the Free State, Mrs Nontsomi Qwati from the Eastern Cape, Mr Marcus Makinta from the North West, Reverend Hamilton Mbatha from KwaZulu-Natal, Mrs Martha Motswenyane from Limpopo and Mrs Magrita Benjamin from the Western Cape.",0.10599477216601372,Neutral
2513,Mbeki,To them all we say many thanks for everything you did to enable all of us to enjoy the freedoms which many in our country already take for granted.,To them all we say many thanks for everything you did to enable all of us to enjoy the freedoms which many in our country already take for granted.,0.9536395473405719,Positive
2514,Mbeki,"As we meet at this place at the southern tip of Africa that houses our national legislature, on the eastern shores of the Atlantic Ocean, the youth of the world is engaged in a sporting contest that will answer the question - who is the cricket champion of the world!","As we meet at this place at the southern tip of Africa that houses our national legislature, on the eastern shores of the Atlantic Ocean, the youth of the world is engaged in a sporting contest that will answer the question - who is the cricket champion of the world!",0.03821476176381111,Neutral
2515,Mbeki,"We salute this city, Cape Town, our legislative capital, that successfully hosted the opening ceremony and first game of the 2003 ICC Cricket World Cup.","We salute this city, Cape Town, our legislative capital, that successfully hosted the opening ceremony and first game of the 2003 ICC Cricket World Cup.",0.956980305723846,Positive
2516,Mbeki,"Today, as before, this great metropolis has provided us with the venue for the commencement of the fifth session of our second democratic parliament.","Today, as before, this great metropolis has provided us with the venue for the commencement of the fifth session of our second democratic parliament.",0.8626597598195076,Positive
2517,Mbeki,"On this important day on our national calendar, once more we say welcome to the outstanding sportsmen who have gathered in our country, in Zimbabwe and Kenya, to test one another in a peaceful contest of human skill, ingenuity and endurance.","On this important day on our national calendar, once more we say welcome to the outstanding sportsmen who have gathered in our country, in Zimbabwe and Kenya, to test one another in a peaceful contest of human skill, ingenuity and endurance.",0.9519337601959705,Positive
2518,Mbeki,"We extend our best wishes to all of them, and say to all of them - let the best win!","We extend our best wishes to all of them, and say to all of them - let the best win!",0.9783830677624792,Positive
2519,Mbeki,We thank the International Cricket Council for the opportunity it has given our country and continent to host the Cricket World Cup.,We thank the International Cricket Council for the opportunity it has given our country and continent to host the Cricket World Cup.,0.9573891963809729,Positive
2520,Mbeki,"Once again, we extend our best wishes to our warriors, the Proteas, confident that at the end of the day they will win, because they are the best.","Once again, we extend our best wishes to our warriors, the Proteas, confident that at the end of the day they will win, because they are the best.",0.971191996242851,Positive
2521,Mbeki,In the next few months South Africa will launch its bid to host the 2010 Soccer World Cup.,In the next few months South Africa will launch its bid to host the 2010 Soccer World Cup.,0.11205445975065231,Neutral
2522,Mbeki,Government wishes to assure our Soccer World Cup Bid Committee of our fullest support as they go into the bidding process.,Government wishes to assure our Soccer World Cup Bid Committee of our fullest support as they go into the bidding process.,0.8031746633350849,Positive
2523,Mbeki,"We are certain of victory this time round, a victory that will be for all Africa.","We are certain of victory this time round, a victory that will be for all Africa.",0.9257799033075571,Positive
2524,Mbeki,"On this day when we meet at this place at the southern tip of Africa that houses our national legislature, the eyes of the peoples of the world are also focussed on another place, this time on the western shores of the Atlantic Ocean, the great city of New York, which hosts the parliament of the world, the United Nations Organisation.","On this day when we meet at this place at the southern tip of Africa that houses our national legislature, the eyes of the peoples of the world are also focussed on another place, this time on the western shores of the Atlantic Ocean, the great city of New York, which hosts the parliament of the world, the United Nations Organisation.",0.18072952330112457,Neutral
2525,Mbeki,"Today, the inspectors charged with the responsibility to ensure that Iraq rids itself of weapons of mass destruction will report to the United Nations Security Council about whether or not they are succeeding in their task.","Today, the inspectors charged with the responsibility to ensure that Iraq rids itself of weapons of mass destruction will report to the United Nations Security Council about whether or not they are succeeding in their task.",-0.06689295172691345,Neutral
2526,Mbeki,Their report may very well decide the question whether the peoples of the world will continue to enjoy a global peace.,Their report may very well decide the question whether the peoples of the world will continue to enjoy a global peace.,-0.14206068217754364,Neutral
2527,Mbeki,"This we must say, that for us as Africans to host the Cricket World Cup, like the President's Golf Cup later this year, communicates the message that we were not wrong when we said that this, the 21st century, will be an African Century.","This we must say, that for us as Africans to host the Cricket World Cup, like the President's Golf Cup later this year, communicates the message that we were not wrong when we said that this, the 21st century, will be an African Century.",-0.14832386374473572,Negative
2528,Mbeki,"However, for us to realise this objective, we require that, unlike the 20th, the 21st century should be a century of African peace.","However, for us to realise this objective, we require that, unlike the 20th, the 21st century should be a century of African peace.",-0.0544397234916687,Neutral
2529,Mbeki,It should also be a century of world peace.,It should also be a century of world peace.,0.4252489060163498,Positive
2530,Mbeki,"Hopefully, today's report of the United Nations weapons inspectors to the United Nations Security Council will not serve as a signal to some that the time has come to unleash the fury of war.","Hopefully, today's report of the United Nations weapons inspectors to the United Nations Security Council will not serve as a signal to some that the time has come to unleash the fury of war.",-0.6707807667553425,Negative
2531,Mbeki,"Today, on the 14th of February, two great world cities, New York and Cape Town, have to grapple with the fundamental human question of war and peace.","Today, on the 14th of February, two great world cities, New York and Cape Town, have to grapple with the fundamental human question of war and peace.",0.028315097093582153,Neutral
2532,Mbeki,"They have to choose sides in the contest between human hope and human despair, between war and peace.","They have to choose sides in the contest between human hope and human despair, between war and peace.",-0.2661721557378769,Neutral
2533,Mbeki,"As we speak, a number of our citizens are preparing to travel to Iraq.","As we speak, a number of our citizens are preparing to travel to Iraq.",-0.028782207518815994,Neutral
2534,Mbeki,"These are the experts who led our country's programme to destroy our nuclear, chemical and biological weapons of mass destruction, as well as the missiles for the delivery of these weapons in conditions of combat.","These are the experts who led our country's programme to destroy our nuclear, chemical and biological weapons of mass destruction, as well as the missiles for the delivery of these weapons in conditions of combat.",-0.013178512454032898,Neutral
2535,Mbeki,The work they did has now resulted in the South African example of disarmament being recognised internationally as an example of best international practice.,The work they did has now resulted in the South African example of disarmament being recognised internationally as an example of best international practice.,0.11599227786064148,Positive
2536,Mbeki,"Recently, we proposed to the Government of Iraq and the Secretary-General of the United Nations, Mr Kofi Annan, that this team should visit Iraq to share with the government, scientists, engineers, technicians and people of Iraq our experience relevant to the mission of the United Nations and Iraq to eradicate weapons of mass destruction under international supervision.","Recently, we proposed to the Government of Iraq and the Secretary-General of the United Nations, Mr Kofi Annan, that this team should visit Iraq to share with the government, scientists, engineers, technicians and people of Iraq our experience relevant to the mission of the United Nations and Iraq to eradicate weapons of mass destruction under international supervision.",0.12995237484574318,Neutral
2537,Mbeki,"I am pleased to inform the Honourable Members that Iraq has accepted our offer, which we have already discussed with the leadership of the weapons inspectors.","I am pleased to inform the Honourable Members that Iraq has accepted our offer, which we have already discussed with the leadership of the weapons inspectors.",0.9375452557578683,Positive
2538,Mbeki,"We trust that this intervention will help to ensure the necessary proper cooperation between the United Nations inspectors and Iraq, so that the issue of weapons of mass destruction is addressed satisfactorily, without resort to war.","We trust that this intervention will help to ensure the necessary proper cooperation between the United Nations inspectors and Iraq, so that the issue of weapons of mass destruction is addressed satisfactorily, without resort to war.",0.650339737534523,Positive
2539,Mbeki,"I would also like to take this opportunity to express our appreciation to the Government of Iraq for its positive response to our suggestion, as well as the recent decisions it has taken to allow the U2 and other aerial surveillance flights, to encourage its citizens to be interviewed at any location decided by the inspectors without any Iraqi officials present, and to adopt legislation prohibiting the production of weapons of mass destruction.","I would also like to take this opportunity to express our appreciation to the Government of Iraq for its positive response to our suggestion, as well as the recent decisions it has taken to allow the U2 and other aerial surveillance flights, to encourage its citizens to be interviewed at any location decided by the inspectors without any Iraqi officials present, and to adopt legislation prohibiting the production of weapons of mass destruction.",0.8562065996229649,Positive
2540,Mbeki,"To assist with regard to this last matter, we have given Iraq copies of our own legislation dealing with weapons of mass destruction, the Non-Proliferation of Weapons of Mass Destruction Act of 1993, as well as Notices and Regulations published in terms of the Act in the period between 1997 and 2002.","To assist with regard to this last matter, we have given Iraq copies of our own legislation dealing with weapons of mass destruction, the Non-Proliferation of Weapons of Mass Destruction Act of 1993, as well as Notices and Regulations published in terms of the Act in the period between 1997 and 2002.",0.018004735931754112,Neutral
2541,Mbeki,We have done all this because we prefer peace to war.,We have done all this because we prefer peace to war.,-0.6070975288748741,Negative
2542,Mbeki,"We have taken the positions we have, not to oppose or support any country, nor to seek any glory.","We have taken the positions we have, not to oppose or support any country, nor to seek any glory.",0.3153345584869385,Positive
2543,Mbeki,"We have done what we have because, as South Africans and Africans, we know the pain of war and the immeasurable value of peace.","We have done what we have because, as South Africans and Africans, we know the pain of war and the immeasurable value of peace.",0.596070908010006,Positive
2544,Mbeki,"During the last century, South Africans lost their lives in the titanic battles of the First and Second World Wars and the Korean War.","During the last century, South Africans lost their lives in the titanic battles of the First and Second World Wars and the Korean War.",-0.4273243844509125,Negative
2545,Mbeki,"Many paid the supreme sacrifice in a protracted contest within our country and a dishonourable confrontation with the peoples of the rest of Africa, especially Southern Africa, as we struggled to end the system of apartheid.","Many paid the supreme sacrifice in a protracted contest within our country and a dishonourable confrontation with the peoples of the rest of Africa, especially Southern Africa, as we struggled to end the system of apartheid.",-0.3126879334449768,Negative
2546,Mbeki,"At that time, some among us worked to develop and accumulate exactly the terrible weapons that the Security Council is demanding that Iraq should destroy.","At that time, some among us worked to develop and accumulate exactly the terrible weapons that the Security Council is demanding that Iraq should destroy.",-0.6490170210599899,Negative
2547,Mbeki,"As we meet here for the first time this year, we trust that this democratically elected forum of the people of South Africa will pronounce itself unequivocally in favour of peace, against war.","As we meet here for the first time this year, we trust that this democratically elected forum of the people of South Africa will pronounce itself unequivocally in favour of peace, against war.",0.565679207444191,Positive
2548,Mbeki,"We urge that our national parliament should express itself in favour of the peaceful eradication of any weapons of mass destruction in Iraq, for Iraq's respect for the decisions of the United Nations Security Council, for respect by all countries of the principle and practice of multilateralism, for the continuing responsibility of the United Nations with regard to issues of international peace and security, and the peaceful resolution of international conflicts.","We urge that our national parliament should express itself in favour of the peaceful eradication of any weapons of mass destruction in Iraq, for Iraq's respect for the decisions of the United Nations Security Council, for respect by all countries of the principle and practice of multilateralism, for the continuing responsibility of the United Nations with regard to issues of international peace and security, and the peaceful resolution of international conflicts.",0.6121467724442482,Positive
2549,Mbeki,"On this day, February 14th, both Cape Town and New York must respond to all these challenges honestly and frankly.","On this day, February 14th, both Cape Town and New York must respond to all these challenges honestly and frankly.",0.03840002417564392,Neutral
2550,Mbeki,I dare say that this national legislature will choose to give peace a chance.,I dare say that this national legislature will choose to give peace a chance.,-0.23674270510673523,Negative
2551,Mbeki,"I am convinced that this representative body of the masses of our people will do what it can to contribute to the international effort to ensure that our country, our continent and the rest of the world avoid an immensely destructive war.","I am convinced that this representative body of the masses of our people will do what it can to contribute to the international effort to ensure that our country, our continent and the rest of the world avoid an immensely destructive war.",0.3052982985973358,Positive
2552,Mbeki,We speak in favour of peace because our people prefer peace to war.,We speak in favour of peace because our people prefer peace to war.,-0.5257115364074707,Negative
2553,Mbeki,They yearn for peace because they know from their experience that without peace there can be no development.,They yearn for peace because they know from their experience that without peace there can be no development.,-0.7367891520261765,Negative
2554,Mbeki,Without development we will not be able to realise the goal of a better life for all.,Without development we will not be able to realise the goal of a better life for all.,-0.18302883207798004,Negative
2555,Mbeki,"Without peace we will fail in the effort in which we are engaged, to transform ours into a country of hope, and revert to the past on which we have turned our backs, a past of misery and despair.","Without peace we will fail in the effort in which we are engaged, to transform ours into a country of hope, and revert to the past on which we have turned our backs, a past of misery and despair.",-0.7035553827881813,Negative
2556,Mbeki,"Madame Speaker  With regard both to changing the lives of South Africans for the better, and building relations of human solidarity with peoples of the world, the tide has turned.","Madame Speaker  With regard both to changing the lives of South Africans for the better, and building relations of human solidarity with peoples of the world, the tide has turned.",0.654485672712326,Positive
2557,Mbeki,"Our task is to take this tide at the flood, further to progress towards the achievement of the goals for which so many of our people sacrificed.","Our task is to take this tide at the flood, further to progress towards the achievement of the goals for which so many of our people sacrificed.",0.8480776231735945,Positive
2558,Mbeki,"This is the perspective that will inform our work as we strive to meet our obligations to our people, and the peoples of Africa and the world.","This is the perspective that will inform our work as we strive to meet our obligations to our people, and the peoples of Africa and the world.",0.48536642268300056,Positive
2559,Mbeki,"Last year when we spoke from this podium, we said our country has a continuing task to push back the frontiers of poverty and expand access to a better life for all.","Last year when we spoke from this podium, we said our country has a continuing task to push back the frontiers of poverty and expand access to a better life for all.",0.6821704544126987,Positive
2560,Mbeki,The challenge we all face as South Africans is to put our shoulders to the wheel to accelerate the pace of change.,The challenge we all face as South Africans is to put our shoulders to the wheel to accelerate the pace of change.,0.3950378745794296,Positive
2561,Mbeki,"To address this goal, we called on our people to offer their time and skills to the nation, as letsema volunteers for reconstruction and development.","To address this goal, we called on our people to offer their time and skills to the nation, as letsema volunteers for reconstruction and development.",0.6744750738143921,Positive
2562,Mbeki,"We also urged the nation to follow the example set by some of our nationals resident in the United States, who had decided to support the development of the country of their birth.","We also urged the nation to follow the example set by some of our nationals resident in the United States, who had decided to support the development of the country of their birth.",0.6734106838703156,Positive
2563,Mbeki,"As they engaged this task, they adopted the call - vuk'uzenzele!","As they engaged this task, they adopted the call - vuk'uzenzele!",0.39322519302368164,Positive
2564,Mbeki,Madame Speaker  I would like to take this opportunity to extend a word of thanks and appreciation to the thousands of our people who rolled up their sleeves to lend a hand in the national effort to build a better life for all South Africans.,Madame Speaker  I would like to take this opportunity to extend a word of thanks and appreciation to the thousands of our people who rolled up their sleeves to lend a hand in the national effort to build a better life for all South Africans.,0.9657054031267762,Positive
2565,Mbeki,This includes some of the Honourable Members of Parliament present here today.,This includes some of the Honourable Members of Parliament present here today.,0.010275553911924362,Neutral
2566,Mbeki,"Their involvement in practical work to improve the conditions of the people - be it in the campaign to register people for social grants, assistance at police stations, izimbizo, or improvement of learning, teaching and discipline in our schools - emphasises the partnership that should exist between the various arms of government to ensure that life changes for the better, especially among the poor.","Their involvement in practical work to improve the conditions of the people - be it in the campaign to register people for social grants, assistance at police stations, izimbizo, or improvement of learning, teaching and discipline in our schools - emphasises the partnership that should exist between the various arms of government to ensure that life changes for the better, especially among the poor.",0.6270128637552261,Positive
2567,Mbeki,It underlines the importance of the contact we must maintain continuously with the people of our country who elected us.,It underlines the importance of the contact we must maintain continuously with the people of our country who elected us.,0.3495355695486069,Neutral
2568,Mbeki,"Of course, our thanks also go to the ordinary citizen letsema volunteers, some of whom participated in the spectacular opening ceremony of the Cricket World Cup, as they had done when we hosted the launch of the African Union and hosted the World Summit for Sustainable Development.","Of course, our thanks also go to the ordinary citizen letsema volunteers, some of whom participated in the spectacular opening ceremony of the Cricket World Cup, as they had done when we hosted the launch of the African Union and hosted the World Summit for Sustainable Development.",0.8847847506403923,Positive
2569,Mbeki,"In addition, these ordinary citizen volunteers had participated in all the initiatives undertaken throughout the year.","In addition, these ordinary citizen volunteers had participated in all the initiatives undertaken throughout the year.",0.15064403414726257,Neutral
2570,Mbeki,"As we continue to respond to the challenge to put our shoulders to the wheel to accelerate the pace of change, we reiterate the appeal to all our people to sustain the volunteer letsema campaign and respond to the call - vuk'uzenzele!","As we continue to respond to the challenge to put our shoulders to the wheel to accelerate the pace of change, we reiterate the appeal to all our people to sustain the volunteer letsema campaign and respond to the call - vuk'uzenzele!",0.8890078449621797,Positive
2571,Mbeki,"Madame Speaker  Honourable Members will remember that in our address to the House last year, we expressed the confidence of government in the health of our economy.","Madame Speaker  Honourable Members will remember that in our address to the House last year, we expressed the confidence of government in the health of our economy.",0.5794234871864319,Positive
2572,Mbeki,"We asserted then that despite the difficulties that we may experience from time to time and despite the economic downturn across the globe, our economy was robust and had the potential to perform relatively well.","We asserted then that despite the difficulties that we may experience from time to time and despite the economic downturn across the globe, our economy was robust and had the potential to perform relatively well.",0.47543783485889435,Positive
2573,Mbeki,"Indeed, the country has managed to stay the course of growth, with the growth of the Gross Domestic Product for 2002 estimated at 3,1%.","Indeed, the country has managed to stay the course of growth, with the growth of the Gross Domestic Product for 2002 estimated at 3,1%.",0.826055321842432,Positive
2574,Mbeki,Gross fixed capital formation grew by almost 8% during the year.,Gross fixed capital formation grew by almost 8% during the year.,0.12928780913352966,Neutral
2575,Mbeki,We have now had 10 consecutive years of positive growth.,We have now had 10 consecutive years of positive growth.,0.9660941138863564,Positive
2576,Mbeki,"Manufacturing grew by 5,4% in 2002, the fastest growth since 1995.","Manufacturing grew by 5,4% in 2002, the fastest growth since 1995.",0.6175560541450977,Positive
2577,Mbeki,Our currency has wrested back the losses it suffered during 2001.,Our currency has wrested back the losses it suffered during 2001.,-0.8092498630285263,Negative
2578,Mbeki,"During 2002, it recorded its first annual gain against the US dollar in 15 years.","During 2002, it recorded its first annual gain against the US dollar in 15 years.",0.21558186411857605,Neutral
2579,Mbeki,"In the first three quarters of 2002, household consumption expenditure grew by an average of 3,2% while disposable income increased by over 3,5%.","In the first three quarters of 2002, household consumption expenditure grew by an average of 3,2% while disposable income increased by over 3,5%.",0.04740922898054123,Neutral
2580,Mbeki,Household debt as a percentage of disposable income is at its lowest level since 1993.,Household debt as a percentage of disposable income is at its lowest level since 1993.,-0.1962605118751526,Neutral
2581,Mbeki,"In the third quarter of 2002, gross savings as a percentage of GDP increased above 15% for the first time since 1999.","In the third quarter of 2002, gross savings as a percentage of GDP increased above 15% for the first time since 1999.",0.03641333431005478,Neutral
2582,Mbeki,"Through tax reform, we have since 1999, cumulatively increased the income of citizens by a total of R38,1 billion.","Through tax reform, we have since 1999, cumulatively increased the income of citizens by a total of R38,1 billion.",0.42210201174020767,Positive
2583,Mbeki,"At the same time, the introduction of minimum wages for domestic and farm workers should help improve the income of the most vulnerable workers.","At the same time, the introduction of minimum wages for domestic and farm workers should help improve the income of the most vulnerable workers.",0.7021784000098705,Positive
2584,Mbeki,"This process will continue in a few other sectors, in consultation with the relevant role-players.","This process will continue in a few other sectors, in consultation with the relevant role-players.",0.033424776047468185,Neutral
2585,Mbeki,We also pride ourselves on the contribution that the government has made directly to the income of citizens.,We also pride ourselves on the contribution that the government has made directly to the income of citizens.,0.7926340512931347,Positive
2586,Mbeki,"Through two increases in social grants announced in April and October last year, a total of R1,5 billion was made available to the most vulnerable in our society.","Through two increases in social grants announced in April and October last year, a total of R1,5 billion was made available to the most vulnerable in our society.",0.110049769282341,Neutral
2587,Mbeki,This will be augmented by further increases this year.,This will be augmented by further increases this year.,0.1378440037369728,Neutral
2588,Mbeki,"Over the last decade, including the period when we had to correct the macro-economic imbalances, expenditure on social services grew by 4 per cent per year in real terms.","Over the last decade, including the period when we had to correct the macro-economic imbalances, expenditure on social services grew by 4 per cent per year in real terms.",-0.09622132033109665,Neutral
2589,Mbeki,Government has put in place various measures to deal with the emergency arising from high food prices.,Government has put in place various measures to deal with the emergency arising from high food prices.,-0.1733444593846798,Neutral
2590,Mbeki,"In addition to medium-term measures that include the setting up of the Food Monitoring Committee, government made R400 million available for food parcels and agricultural starter-packs, as well as other resources for food relief in Southern Africa.","In addition to medium-term measures that include the setting up of the Food Monitoring Committee, government made R400 million available for food parcels and agricultural starter-packs, as well as other resources for food relief in Southern Africa.",0.3482026606798172,Neutral
2591,Mbeki,"These direct contributions to the income of citizens, especially the poor, serve to complement the ""social wage"" that has improved with each passing year.","These direct contributions to the income of citizens, especially the poor, serve to complement the ""social wage"" that has improved with each passing year.",0.2707696780562401,Neutral
2592,Mbeki,"This ""social wage"" includes the increased number of water and electricity connections, the patent improvements in teaching and learning in our schools, the acceleration of the land restitution and redistribution programme, which includes hundreds of thousands of title deeds in urban areas, primary health care and free housing.","This ""social wage"" includes the increased number of water and electricity connections, the patent improvements in teaching and learning in our schools, the acceleration of the land restitution and redistribution programme, which includes hundreds of thousands of title deeds in urban areas, primary health care and free housing.",0.8037359807640314,Positive
2593,Mbeki,"It complements the efforts of government to contribute to economic growth, to expand and modernise the economic infrastructure and the substantial resources allocated to the development of small, medium and microenterprises.","It complements the efforts of government to contribute to economic growth, to expand and modernise the economic infrastructure and the substantial resources allocated to the development of small, medium and microenterprises.",0.7058903723955154,Positive
2594,Mbeki,Madame Speaker  Over the past few years we have worked hard to lay the basis for the advances we must make to meet the goal of a better life for all.,Madame Speaker  Over the past few years we have worked hard to lay the basis for the advances we must make to meet the goal of a better life for all.,0.7854972016066313,Positive
2595,Mbeki,"At the centre of this are the related objectives of the eradication of poverty and the fundamental transformation of our country into one that is non-racial, non-sexist and prosperous.","At the centre of this are the related objectives of the eradication of poverty and the fundamental transformation of our country into one that is non-racial, non-sexist and prosperous.",0.05590046942234039,Neutral
2596,Mbeki,We have no doubt that our policies have been and are a correct response to the practical reality we inherited.,We have no doubt that our policies have been and are a correct response to the practical reality we inherited.,0.2742645740509033,Positive
2597,Mbeki,The changes taking place in our country attest to this.,The changes taking place in our country attest to this.,-0.03145948052406311,Neutral
2598,Mbeki,The lives of our people are changing for the better.,The lives of our people are changing for the better.,0.876967390999198,Positive
2599,Mbeki,"Gradually we are moving away from the entrenched racial, gender and spatial rigidities of the past.","Gradually we are moving away from the entrenched racial, gender and spatial rigidities of the past.",0.14774379134178162,Neutral
2600,Mbeki,Our economy is demonstrating a resilience and dynamism that is the envy of many across the world.,Our economy is demonstrating a resilience and dynamism that is the envy of many across the world.,0.4202263802289963,Positive
2601,Mbeki,"Truly, the tide has turned.","Truly, the tide has turned.",0.2175142467021942,Positive
2602,Mbeki,"Despite resistance among some, our people are developing a strong sense of a common patriotism.","Despite resistance among some, our people are developing a strong sense of a common patriotism.",0.805582158267498,Positive
2603,Mbeki,Our country occupies an honoured place among the nations of the world as part of the global forces working for the progressive transformation of our common universe.,Our country occupies an honoured place among the nations of the world as part of the global forces working for the progressive transformation of our common universe.,0.6684048511087894,Positive
2604,Mbeki,None of this happened of its own.,None of this happened of its own.,-0.4439356029033661,Negative
2605,Mbeki,It is the outcome of the elaboration and implementation of correct policies since 1994.,It is the outcome of the elaboration and implementation of correct policies since 1994.,0.3145548477768898,Neutral
2606,Mbeki,"Because of all this, let us again affirm that with regard both to changing the lives of South Africans for the better, and building relations of human solidarity with the peoples of the world, the tide has turned.","Because of all this, let us again affirm that with regard both to changing the lives of South Africans for the better, and building relations of human solidarity with the peoples of the world, the tide has turned.",0.5662727728486061,Positive
2607,Mbeki,"Our task is to take this tide at the flood, further to progress towards the achievement of the goals for which so many of our people sacrificed.","Our task is to take this tide at the flood, further to progress towards the achievement of the goals for which so many of our people sacrificed.",0.8480776231735945,Positive
2608,Mbeki,"This is the perspective that will inform our work as we strive to meet our obligations to our people, and the peoples of Africa and the world.","This is the perspective that will inform our work as we strive to meet our obligations to our people, and the peoples of Africa and the world.",0.48536642268300056,Positive
2609,Mbeki,"In this regard, we must pay the closest attention to issues of implementation and as practical an approach as possible to the work we all face as South Africans.","In this regard, we must pay the closest attention to issues of implementation and as practical an approach as possible to the work we all face as South Africans.",0.2696337476372719,Neutral
2610,Mbeki,"Building on the foundations we have laid down, we must, once more, set ourselves the necessary realistic tasks for the year.","Building on the foundations we have laid down, we must, once more, set ourselves the necessary realistic tasks for the year.",0.45454879477620125,Positive
2611,Mbeki,"Needless to say, these must be located within the broad perspective we have just indicated.","Needless to say, these must be located within the broad perspective we have just indicated.",-0.24789047241210938,Neutral
2612,Mbeki,"These tasks encompass such areas as:  * expanded service provision; * improvements in the efficiency of the public service; * increased social and economic investment; * black economic empowerment; * greater all-round attention to the challenge of human resource development, to help reduce the unemployment levels; * further improvements within the criminal justice system; * further work on the important matter of moral renewal; * expanding our system of relations with the rest of the world; * accelerating the process of the formulation and implementation of the first NEPAD projects; and, * advancing the African Union agenda, including the important issue of peace and security.","These tasks encompass such areas as:  * expanded service provision; * improvements in the efficiency of the public service; * increased social and economic investment; * black economic empowerment; * greater all-round attention to the challenge of human resource development, to help reduce the unemployment levels; * further improvements within the criminal justice system; * further work on the important matter of moral renewal; * expanding our system of relations with the rest of the world; * accelerating the process of the formulation and implementation of the first NEPAD projects; and, * advancing the African Union agenda, including the important issue of peace and security.",0.8798514921218157,Positive
2613,Mbeki,"With regard to the foregoing, Madame Speaker, we would like to emphasise that this programme is informed by the experience we continue to gain in implementing practical projects; by the interaction through iimbizo and other means with the people who, more than any consultants, know what their needs are and how these needs can best be met; and by the continuing research that we are conducting to collate and distil the experience of the First Decade of Freedom.","With regard to the foregoing, Madame Speaker, we would like to emphasise that this programme is informed by the experience we continue to gain in implementing practical projects; by the interaction through iimbizo and other means with the people who, more than any consultants, know what their needs are and how these needs can best be met; and by the continuing research that we are conducting to collate and distil the experience of the First Decade of Freedom.",0.2851375937461853,Neutral
2614,Mbeki,"I wish to assure the thousands of South Africans who attended these izimbizo with Ministers, Premiers, MECs and Councillors that we have listened; we have heard; and we have better understood what the people want.","I wish to assure the thousands of South Africans who attended these izimbizo with Ministers, Premiers, MECs and Councillors that we have listened; we have heard; and we have better understood what the people want.",0.560159295797348,Positive
2615,Mbeki,"For instance, having listened to the people of Bekkersdal during the Presidential Imbizo in Gauteng, national government will work with both the Province and local government to introduce public works programmes in this area.","For instance, having listened to the people of Bekkersdal during the Presidential Imbizo in Gauteng, national government will work with both the Province and local government to introduce public works programmes in this area.",0.09790212847292423,Neutral
2616,Mbeki,We shall find safe and secure land for settlement and upgrade community infrastructure both to improve social services and to provide some employment.,We shall find safe and secure land for settlement and upgrade community infrastructure both to improve social services and to provide some employment.,0.9074355494230986,Positive
2617,Mbeki,"As the Honourable Members and the country are aware, we have, for some years, implemented GEAR, among other things to generate the resources for us to address the social needs of our people.","As the Honourable Members and the country are aware, we have, for some years, implemented GEAR, among other things to generate the resources for us to address the social needs of our people.",0.5403354987502098,Positive
2618,Mbeki,"As a result of our successes in this regard, this year will see a further expansion of services to the people.","As a result of our successes in this regard, this year will see a further expansion of services to the people.",0.9532383624464273,Positive
2619,Mbeki,"This will cover a number of areas including old age and disability pensions, the child support grant which will be extended progressively to cover children up to the age of 14, the school feeding scheme, food and nutrition, education, health, water and electricity.","This will cover a number of areas including old age and disability pensions, the child support grant which will be extended progressively to cover children up to the age of 14, the school feeding scheme, food and nutrition, education, health, water and electricity.",0.2425972782075405,Neutral
2620,Mbeki,"As we are extending unemployment insurance to workers that have previously been excluded, such as domestic, seasonal and agricultural workers, we urge all employers to ensure that their workers are properly registered.","As we are extending unemployment insurance to workers that have previously been excluded, such as domestic, seasonal and agricultural workers, we urge all employers to ensure that their workers are properly registered.",0.09885821118950844,Neutral
